FIR_ID,FIR_Number,Station_ID,District,Incident_Date,FIR_Date,Crime_Head,Crime_Subhead,BNS_Sections,Latitude,Longitude,Complainant_ID,Victim_ID,Accused_ID,Investigating_Officer,Status
FIR202504534,FIR/4534/2025,PS0050,Belagavi,2025-11-27 16:59,2025-11-30 03:59,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",15.725034,74.32844,P008980,P008489,P008841,SI Prakash Sharma,Chargesheeted
FIR202504569,FIR/4569/2025,PS0227,Chamarajanagar,2025-11-28 23:14,2025-11-30 04:14,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",11.916671,76.940728,P006635,P007452,"P007372, P003064",SI Divya Hegde,Chargesheeted
FIR202504504,FIR/4504/2025,PS0218,Chamarajanagar,2025-11-25 19:33,2025-11-30 04:33,Theft,Pocket Pick,BNS 303(2),11.873633,77.044194,P009019,P002352,"P000292, P006795",SI Mahesh Bhat,Chargesheeted
FIR202504524,FIR/4524/2025,PS0141,Bengaluru Urban,2025-11-26 20:33,2025-11-30 05:33,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",12.867516,77.391118,P000685,P001221,P001398,PI Lakshmi Devi,Chargesheeted
FIR202504541,FIR/4541/2025,PS0155,Bidar,2025-11-27 22:50,2025-11-30 06:50,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.978172,77.343546,P001897,P006298,P008389,SI Prakash Sharma,Chargesheeted
FIR202504567,FIR/4567/2025,PS0217,Chamarajanagar,2025-11-28 22:20,2025-11-30 07:20,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.757082,76.905969,P001183,P001430,P000896,SI Mahesh Bhat,Chargesheeted
FIR202504589,FIR/4589/2025,PS0194,Chamarajanagar,2025-11-30 01:25,2025-11-30 08:25,Fraud,Land Scam,BNS 318(4),11.767667,76.899768,P003101,P004582,P004240,SI Mahesh Bhat,Under Investigation
FIR202504547,FIR/4547/2025,PS0192,Bidar,2025-11-28 03:48,2025-11-30 09:48,Fraud,Land Scam,BNS 318(4),17.997116,77.351525,P006889,P004279,P008412,SI Ravi Kumar,Chargesheeted
FIR202504592,FIR/4592/2025,PS0033,Ballari,2025-11-30 05:19,2025-11-30 12:19,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),15.02294,76.827762,P005405,P005796,P001580,PI Harish Naik,Under Investigation
FIR202504596,FIR/4596/2025,PS0038,Ballari,2025-11-30 08:48,2025-11-30 12:48,Fraud,Cheating,BNS 318(4),15.090087,77.049084,P002041,P008256,P009517,PI Suresh Kulkarni,Chargesheeted
FIR202504529,FIR/4529/2025,PS0117,Bengaluru Urban,2025-11-27 08:57,2025-11-30 17:57,Murder,Personal Enmity,BNS 103(1),13.124487,77.800984,P009107,P008207,P000668,PI Suresh Kulkarni,Chargesheeted
FIR202504594,FIR/4594/2025,PS0209,Chamarajanagar,2025-11-30 08:32,2025-11-30 18:32,Assault,Public Affray,"BNS 115(2), BNS 117(2)",12.06762,76.993547,P008351,P008506,P007665,SI Divya Hegde,Chargesheeted
FIR202504586,FIR/4586/2025,PS0031,Ballari,2025-11-29 16:16,2025-11-30 20:16,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",14.996089,77.098363,P000604,P003768,P000708,PI Harish Naik,Untraced
FIR202504606,FIR/4606/2025,PS0108,Bengaluru Rural,2025-11-30 17:47,2025-11-30 20:47,Fraud,Cheating,BNS 318(4),13.197697,77.460911,P006640,P002863,P000964,SI Prakash Sharma,Chargesheeted
FIR202504602,FIR/4602/2025,PS0241,Chikkaballapura,2025-11-30 14:40,2025-11-30 21:40,Theft,Pocket Pick,BNS 303(2),13.249004,77.913827,P003370,P009058,P001230,PI Suresh Kulkarni,Chargesheeted
FIR202504582,FIR/4582/2025,PS0087,Bengaluru Rural,2025-11-29 09:44,2025-11-30 21:44,Fraud,Cheating,BNS 318(4),13.163525,77.512886,P007929,P005316,P006197,PI Suresh Kulkarni,Chargesheeted
FIR202504603,FIR/4603/2025,PS0178,Bidar,2025-11-30 15:53,2025-11-30 21:53,Dacoity,Bank Dacoity,BNS 310(2),17.89025,77.478291,P006492,P007185,P004002,PI Chetan Kumar,Closed
FIR202504587,FIR/4587/2025,PS0210,Chamarajanagar,2025-11-29 16:19,2025-11-30 23:19,Robbery,Highway Robbery,BNS 309(4),12.001677,76.804426,P001562,P008077,P002222,SI Ganesh Rao,Chargesheeted
FIR202504531,FIR/4531/2025,PS0141,Bengaluru Urban,2025-11-27 13:13,2025-12-01 00:13,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",12.869927,77.385376,P003786,P003483,P007306,PI Chetan Kumar,Closed
FIR202504585,FIR/4585/2025,PS0216,Chamarajanagar,2025-11-29 15:19,2025-12-01 00:19,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),11.736585,76.936361,P005341,P007065,P005316,SI Ravi Kumar,Chargesheeted
FIR202504609,FIR/4609/2025,PS0159,Bidar,2025-11-30 18:48,2025-12-01 01:48,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",18.038979,77.478633,P006839,P000209,P005757,PI Chetan Kumar,Under Investigation
FIR202504612,FIR/4612/2025,PS0191,Bidar,2025-11-30 21:57,2025-12-01 01:57,Dacoity,Bank Dacoity,BNS 310(2),17.928653,77.402257,P004455,P007044,P002065,SI Divya Hegde,Chargesheeted
FIR202504573,FIR/4573/2025,PS0002,Bagalkote,2025-11-29 01:40,2025-12-01 04:40,Murder,Personal Enmity,BNS 103(1),16.105345,75.515506,P004393,P001286,P007486,PI Chetan Kumar,Under Investigation
FIR202504613,FIR/4613/2025,PS0152,Bengaluru Urban,2025-11-30 23:01,2025-12-01 05:01,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.005488,77.392548,P003515,P008441,P003234,PI Chetan Kumar,Under Investigation
FIR202504610,FIR/4610/2025,PS0202,Chamarajanagar,2025-11-30 18:50,2025-12-01 05:50,Dacoity,Bank Dacoity,BNS 310(2),11.949101,76.85385,P007466,P007587,P007053,PI Harish Naik,Chargesheeted
FIR202504588,FIR/4588/2025,PS0045,Ballari,2025-11-30 01:07,2025-12-01 06:07,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.00759,76.901062,P000301,P005457,"P005507, P005997",PI Naveen Patil,Untraced
FIR202504611,FIR/4611/2025,PS0174,Bidar,2025-11-30 19:50,2025-12-01 06:50,Dacoity,Armed Dacoity,BNS 310(2),17.860074,77.546717,P007902,P007968,P006138,PI Harish Naik,Chargesheeted
FIR202504545,FIR/4545/2025,PS0200,Chamarajanagar,2025-11-28 02:28,2025-12-01 07:28,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",11.796459,77.031937,P004316,P002011,P007129,PI Suresh Kulkarni,Chargesheeted
FIR202504574,FIR/4574/2025,PS0171,Bidar,2025-11-29 02:45,2025-12-01 07:45,Fraud,Cheating,BNS 318(4),17.754719,77.561296,P004775,P002974,P008026,SI Ganesh Rao,Under Investigation
FIR202504591,FIR/4591/2025,PS0143,Bengaluru Urban,2025-11-30 04:46,2025-12-01 07:46,Fraud,Corporate Fraud,BNS 318(4),12.78616,77.412509,P000856,P005554,P005123,PI Naveen Patil,Under Investigation
FIR202504566,FIR/4566/2025,PS0194,Chamarajanagar,2025-11-28 20:57,2025-12-01 07:57,Vehicle Theft,Car Theft,BNS 303(2),11.768364,76.870335,P004605,P009134,P008997,SI Divya Hegde,Chargesheeted
FIR202504543,FIR/4543/2025,PS0197,Chamarajanagar,2025-11-28 01:48,2025-12-01 09:48,Dacoity,Armed Dacoity,BNS 310(2),11.875201,77.058788,P003506,P007616,P005077,PI Naveen Patil,Under Investigation
FIR202504580,FIR/4580/2025,PS0174,Bidar,2025-11-29 07:53,2025-12-01 09:53,Robbery,Chain Snatching with Force,BNS 309(4),17.885502,77.573038,P004085,P005046,P006911,PI Suresh Kulkarni,Chargesheeted
FIR202504590,FIR/4590/2025,PS0075,Bengaluru Rural,2025-11-30 04:08,2025-12-01 12:08,Theft,Pocket Pick,BNS 303(2),13.183944,77.515592,P002808,P002571,P006475,PI Suresh Kulkarni,Chargesheeted
FIR202504597,FIR/4597/2025,PS0014,Bagalkote,2025-11-30 09:38,2025-12-01 12:38,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",16.304952,75.823742,P006610,P001653,P007466,PI Harish Naik,Chargesheeted
FIR202504593,FIR/4593/2025,PS0214,Chamarajanagar,2025-11-30 08:26,2025-12-01 13:26,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",11.948534,76.848836,P002241,P003280,P005835,PI Harish Naik,Untraced
FIR202504595,FIR/4595/2025,PS0183,Bidar,2025-11-30 08:44,2025-12-01 13:44,Dacoity,Bank Dacoity,BNS 310(2),17.776867,77.389329,P006069,P002843,P002627,PI Suresh Kulkarni,Under Investigation
FIR202504579,FIR/4579/2025,PS0245,Chikkaballapura,2025-11-29 06:36,2025-12-01 14:36,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.32577,77.762265,P006545,P007196,P004398,SI Mahesh Bhat,Chargesheeted
FIR202504619,FIR/4619/2025,PS0018,Bagalkote,2025-12-01 10:12,2025-12-01 17:12,Fraud,Corporate Fraud,BNS 318(4),16.209621,75.780153,P004909,P009567,P000733,PI Naveen Patil,Chargesheeted
FIR202504604,FIR/4604/2025,PS0200,Chamarajanagar,2025-11-30 16:00,2025-12-01 19:00,Assault,Public Affray,"BNS 115(2), BNS 117(2)",11.781182,77.023023,P003716,P005969,P005645,PI Lakshmi Devi,Chargesheeted
FIR202504601,FIR/4601/2025,PS0237,Chikkaballapura,2025-11-30 14:31,2025-12-01 21:31,Fraud,Cheating,BNS 318(4),13.370748,77.666218,P006791,P002512,P003315,PI Harish Naik,Under Investigation
FIR202504598,FIR/4598/2025,PS0184,Bidar,2025-11-30 11:59,2025-12-01 21:59,NDPS,Drug Trafficking,NDPS Act Sec 20(b),17.920746,77.639188,P003195,P003152,P006860,PI Suresh Kulkarni,Chargesheeted
FIR202504553,FIR/4553/2025,PS0028,Ballari,2025-11-28 10:11,2025-12-01 22:11,Dacoity,Bank Dacoity,BNS 310(2),15.035543,76.852641,P005202,P007803,P000233,PI Chetan Kumar,Chargesheeted
FIR202504605,FIR/4605/2025,PS0187,Bidar,2025-11-30 16:17,2025-12-01 22:17,Dacoity,Armed Dacoity,BNS 310(2),17.98436,77.692408,P000124,P004279,P000465,PI Naveen Patil,Untraced
FIR202504621,FIR/4621/2025,PS0162,Bidar,2025-12-01 13:25,2025-12-02 01:25,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",18.008172,77.477218,P004066,P006719,P008660,PI Ramesh Gowda,Under Investigation
FIR202504607,FIR/4607/2025,PS0155,Bidar,2025-11-30 17:58,2025-12-02 01:58,Dacoity,Bank Dacoity,BNS 310(2),17.965695,77.318861,P002767,P007463,P004225,SI Ravi Kumar,Chargesheeted
FIR202504628,FIR/4628/2025,PS0025,Bagalkote,2025-12-02 01:01,2025-12-02 05:01,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",16.344244,75.833928,P003761,P007515,P006428,SI Prakash Sharma,Chargesheeted
FIR202504568,FIR/4568/2025,PS0060,Belagavi,2025-11-28 23:02,2025-12-02 05:02,Fraud,Cheating,BNS 318(4),16.021032,74.54023,P004445,P002685,P007656,PI Harish Naik,Under Investigation
FIR202504627,FIR/4627/2025,PS0001,Bagalkote,2025-12-02 00:53,2025-12-02 09:53,Dacoity,Armed Dacoity,BNS 310(2),16.172802,75.584253,P007049,P006243,P009545,PI Chetan Kumar,Untraced
FIR202504615,FIR/4615/2025,PS0020,Bagalkote,2025-12-01 01:48,2025-12-02 11:48,NDPS,Drug Trafficking,NDPS Act Sec 20(b),16.248353,75.606874,P007833,P009018,P008102,PI Suresh Kulkarni,Chargesheeted
FIR202504626,FIR/4626/2025,PS0019,Bagalkote,2025-12-02 00:47,2025-12-02 12:47,Theft,Pocket Pick,BNS 303(2),16.05582,75.887211,P009950,P006817,P007800,PI Suresh Kulkarni,Chargesheeted
FIR202504631,FIR/4631/2025,PS0001,Bagalkote,2025-12-02 03:55,2025-12-02 12:55,Fraud,Corporate Fraud,BNS 318(4),16.196897,75.591575,P003491,P003697,P007872,SI Ganesh Rao,Under Investigation
FIR202504632,FIR/4632/2025,PS0078,Bengaluru Rural,2025-12-02 04:17,2025-12-02 14:17,Fraud,Corporate Fraud,BNS 318(4),13.119499,77.575138,P007692,P002727,P008227,SI Ravi Kumar,Chargesheeted
FIR202504576,FIR/4576/2025,PS0172,Bidar,2025-11-29 04:32,2025-12-02 16:32,Assault,Public Affray,"BNS 115(2), BNS 117(2)",17.948792,77.476246,P006727,P002530,P006665,PI Lakshmi Devi,Chargesheeted
FIR202504599,FIR/4599/2025,PS0066,Belagavi,2025-11-30 12:42,2025-12-02 17:42,Theft,Pocket Pick,BNS 303(2),15.937095,74.638776,P001757,P002258,P000197,PI Lakshmi Devi,Under Investigation
FIR202504620,FIR/4620/2025,PS0154,Bidar,2025-12-01 12:06,2025-12-02 18:06,Dacoity,Armed Dacoity,BNS 310(2),17.909702,77.421323,P007593,P007095,P001221,PI Lakshmi Devi,Chargesheeted
FIR202504634,FIR/4634/2025,PS0176,Bidar,2025-12-02 10:02,2025-12-02 19:02,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",17.764021,77.545222,P007263,P006464,P001899,PI Ramesh Gowda,Closed
FIR202504608,FIR/4608/2025,PS0200,Chamarajanagar,2025-11-30 18:03,2025-12-02 19:03,Dacoity,Armed Dacoity,BNS 310(2),11.788386,77.008087,P003724,P001234,P001098,PI Harish Naik,Untraced
FIR202504637,FIR/4637/2025,PS0069,Belagavi,2025-12-02 16:06,2025-12-02 20:06,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",15.853104,74.357358,P003038,P002931,P008742,PI Ramesh Gowda,Chargesheeted
FIR202504584,FIR/4584/2025,PS0023,Bagalkote,2025-11-29 13:54,2025-12-03 01:54,Fraud,Cheating,BNS 318(4),16.124516,75.787474,P002907,P006644,P003808,PI Suresh Kulkarni,Chargesheeted
FIR202504623,FIR/4623/2025,PS0225,Chamarajanagar,2025-12-01 17:25,2025-12-03 04:25,Fraud,Corporate Fraud,BNS 318(4),12.025364,76.761203,P004567,P009235,P007376,SI Divya Hegde,Untraced
FIR202504638,FIR/4638/2025,PS0209,Chamarajanagar,2025-12-02 18:06,2025-12-03 05:06,Assault,Public Affray,"BNS 115(2), BNS 117(2)",12.05576,77.014182,P007451,P008815,P009590,PI Naveen Patil,Chargesheeted
FIR202504644,FIR/4644/2025,PS0096,Bengaluru Rural,2025-12-03 02:33,2025-12-03 07:33,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.159847,77.471577,P000171,P009838,P009247,PI Suresh Kulkarni,Chargesheeted
FIR202504633,FIR/4633/2025,PS0198,Chamarajanagar,2025-12-02 07:15,2025-12-03 10:15,Robbery,Chain Snatching with Force,BNS 309(4),11.863277,77.074869,P006356,P008512,P006688,PI Chetan Kumar,Under Investigation
FIR202504629,FIR/4629/2025,PS0102,Bengaluru Rural,2025-12-02 02:19,2025-12-03 10:19,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.119803,77.630976,P007912,P000423,"P009037, P001376",SI Prakash Sharma,Under Investigation
FIR202504640,FIR/4640/2025,PS0070,Bengaluru Rural,2025-12-02 23:10,2025-12-03 11:10,Murder,Personal Enmity,BNS 103(1),13.287596,77.745106,P008146,P009423,P003717,PI Suresh Kulkarni,Under Investigation
FIR202504630,FIR/4630/2025,PS0006,Bagalkote,2025-12-02 02:58,2025-12-03 13:58,Murder,Gang Conflict,BNS 103(1),16.363842,75.752904,P008852,P007866,P003369,PI Chetan Kumar,Under Investigation
FIR202504649,FIR/4649/2025,PS0206,Chamarajanagar,2025-12-03 09:04,2025-12-03 15:04,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),11.848106,77.12347,P004008,P000697,P001850,PI Lakshmi Devi,Chargesheeted
FIR202504549,FIR/4549/2025,PS0182,Bidar,2025-11-28 06:15,2025-12-03 16:15,Dacoity,Bank Dacoity,BNS 310(2),17.931453,77.67622,P009032,P004185,P005984,SI Divya Hegde,Under Investigation
FIR202504647,FIR/4647/2025,PS0199,Chamarajanagar,2025-12-03 07:13,2025-12-03 19:13,NDPS,Drug Trafficking,NDPS Act Sec 20(b),11.878314,77.040696,P005314,P007574,P003574,PI Ramesh Gowda,Untraced
FIR202504653,FIR/4653/2025,PS0194,Chamarajanagar,2025-12-03 17:33,2025-12-03 19:33,Fraud,Cheating,BNS 318(4),11.780625,76.887838,P004391,P002541,P008441,SI Prakash Sharma,Untraced
FIR202504622,FIR/4622/2025,PS0227,Chamarajanagar,2025-12-01 16:02,2025-12-03 21:02,Fraud,Cheating,BNS 318(4),11.919589,76.931241,P003411,P005852,P008337,SI Divya Hegde,Chargesheeted
FIR202504651,FIR/4651/2025,PS0096,Bengaluru Rural,2025-12-03 16:44,2025-12-03 22:44,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.128784,77.479768,P007018,P002513,P006396,PI Suresh Kulkarni,Untraced
FIR202504658,FIR/4658/2025,PS0185,Bidar,2025-12-03 20:48,2025-12-04 00:48,Dacoity,Armed Dacoity,BNS 310(2),17.90214,77.498645,P007778,P005792,P000206,PI Ramesh Gowda,Under Investigation
FIR202504654,FIR/4654/2025,PS0037,Ballari,2025-12-03 18:21,2025-12-04 02:21,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.063427,77.057918,P004221,P004457,P001619,SI Prakash Sharma,Chargesheeted
FIR202504642,FIR/4642/2025,PS0022,Bagalkote,2025-12-03 00:39,2025-12-04 04:39,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.251079,75.603944,P005258,P004345,P005998,PI Lakshmi Devi,Chargesheeted
FIR202504639,FIR/4639/2025,PS0171,Bidar,2025-12-02 23:07,2025-12-04 06:07,Robbery,Chain Snatching with Force,BNS 309(4),17.768998,77.561594,P005121,P004719,P004752,SI Mahesh Bhat,Chargesheeted
FIR202504614,FIR/4614/2025,PS0077,Bengaluru Rural,2025-12-01 01:22,2025-12-04 07:22,Dacoity,Armed Dacoity,BNS 310(2),13.370281,77.628374,P007361,P005779,P002352,PI Suresh Kulkarni,Untraced
FIR202504617,FIR/4617/2025,PS0180,Bidar,2025-12-01 03:26,2025-12-04 07:26,Assault,Public Affray,"BNS 115(2), BNS 117(2)",18.064363,77.422951,P003623,P008451,P004916,SI Mahesh Bhat,Chargesheeted
FIR202504625,FIR/4625/2025,PS0086,Bengaluru Rural,2025-12-01 22:34,2025-12-04 08:34,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",13.305134,77.469603,P003410,P000648,P008749,PI Ramesh Gowda,Chargesheeted
FIR202504646,FIR/4646/2025,PS0190,Bidar,2025-12-03 07:10,2025-12-04 09:10,NDPS,Drug Trafficking,NDPS Act Sec 20(b),17.726167,77.578804,P003478,P005601,P005790,SI Divya Hegde,Under Investigation
FIR202504641,FIR/4641/2025,PS0229,Chamarajanagar,2025-12-03 00:26,2025-12-04 12:26,Theft,Pocket Pick,BNS 303(2),12.036134,77.023578,P004718,P006399,"P000797, P009887",PI Lakshmi Devi,Under Investigation
FIR202504618,FIR/4618/2025,PS0208,Chamarajanagar,2025-12-01 04:33,2025-12-04 15:33,NDPS,Drug Trafficking,NDPS Act Sec 20(b),11.804465,77.137376,P006439,P000382,P005874,PI Ramesh Gowda,Chargesheeted
FIR202504664,FIR/4664/2025,PS0125,Bengaluru Urban,2025-12-04 14:28,2025-12-04 19:28,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.782929,77.712775,P004729,P007158,"P000894, P004655",PI Lakshmi Devi,Chargesheeted
FIR202504655,FIR/4655/2025,PS0216,Chamarajanagar,2025-12-03 19:09,2025-12-04 22:09,Murder,Dowry Homicide,BNS 103(1),11.747283,76.95058,P009572,P009675,P004333,PI Naveen Patil,Under Investigation
FIR202504652,FIR/4652/2025,PS0165,Bidar,2025-12-03 16:53,2025-12-04 23:53,Assault,Public Affray,"BNS 115(2), BNS 117(2)",18.045184,77.452466,P006790,P000959,P009906,PI Suresh Kulkarni,Under Investigation
FIR202504600,FIR/4600/2025,PS0239,Chikkaballapura,2025-11-30 14:27,2025-12-05 01:27,Theft,Pocket Pick,BNS 303(2),13.45298,77.666213,P005016,P002418,P005124,SI Divya Hegde,Under Investigation
FIR202504657,FIR/4657/2025,PS0010,Bagalkote,2025-12-03 19:48,2025-12-05 02:48,Fraud,Corporate Fraud,BNS 318(4),16.185473,75.829231,P001101,P007386,P006663,PI Suresh Kulkarni,Chargesheeted
FIR202504660,FIR/4660/2025,PS0199,Chamarajanagar,2025-12-04 01:34,2025-12-05 03:34,Dacoity,Armed Dacoity,BNS 310(2),11.850866,77.06591,P005167,P002050,P005416,SI Ravi Kumar,Chargesheeted
FIR202504665,FIR/4665/2025,PS0013,Bagalkote,2025-12-04 22:52,2025-12-05 03:52,Murder,Personal Enmity,BNS 103(1),16.155965,75.671023,P006456,P000919,P002945,SI Divya Hegde,Chargesheeted
FIR202504656,FIR/4656/2025,PS0185,Bidar,2025-12-03 19:47,2025-12-05 04:47,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",17.8854,77.494747,P008913,P004484,P001671,PI Chetan Kumar,Under Investigation
FIR202504669,FIR/4669/2025,PS0199,Chamarajanagar,2025-12-05 03:50,2025-12-05 04:50,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.872543,77.050869,P000540,P009743,P002227,SI Divya Hegde,Under Investigation
FIR202504661,FIR/4661/2025,PS0207,Chamarajanagar,2025-12-04 05:30,2025-12-05 06:30,Theft,House Theft,BNS 303(2),12.071405,77.106478,P005925,P000790,P006425,PI Ramesh Gowda,Untraced
FIR202504624,FIR/4624/2025,PS0211,Chamarajanagar,2025-12-01 19:38,2025-12-05 06:38,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",11.846795,77.074086,P001000,P000792,P002098,PI Harish Naik,Untraced
FIR202504670,FIR/4670/2025,PS0179,Bidar,2025-12-05 04:19,2025-12-05 09:19,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",18.111371,77.376422,P005270,P002074,P006718,PI Lakshmi Devi,Chargesheeted
FIR202504648,FIR/4648/2025,PS0022,Bagalkote,2025-12-03 08:05,2025-12-05 10:05,Theft,House Theft,BNS 303(2),16.269151,75.636729,P000786,P009276,P008779,PI Lakshmi Devi,Under Investigation
FIR202504673,FIR/4673/2025,PS0006,Bagalkote,2025-12-05 12:18,2025-12-05 13:18,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.364106,75.764859,P002279,P007259,P006082,SI Mahesh Bhat,Chargesheeted
FIR202504635,FIR/4635/2025,PS0005,Bagalkote,2025-12-02 12:25,2025-12-05 14:25,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.147859,75.565777,P000791,P007811,"P006487, P008979",SI Prakash Sharma,Under Investigation
FIR202504662,FIR/4662/2025,PS0118,Bengaluru Urban,2025-12-04 07:06,2025-12-05 16:06,Fraud,Cheating,BNS 318(4),12.770496,77.685572,P006164,P001746,P007961,SI Ganesh Rao,Under Investigation
FIR202504675,FIR/4675/2025,PS0171,Bidar,2025-12-05 16:24,2025-12-05 17:24,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.758981,77.580853,P003568,P003545,P004377,PI Chetan Kumar,Chargesheeted
FIR202504663,FIR/4663/2025,PS0171,Bidar,2025-12-04 14:27,2025-12-06 00:27,Dacoity,Bank Dacoity,BNS 310(2),17.75497,77.581855,P009345,P007091,"P004409, P009886",SI Mahesh Bhat,Under Investigation
FIR202504678,FIR/4678/2025,PS0005,Bagalkote,2025-12-05 21:18,2025-12-06 01:18,Vehicle Theft,Car Theft,BNS 303(2),16.13392,75.561433,P001359,P005779,P007214,PI Ramesh Gowda,Under Investigation
FIR202504666,FIR/4666/2025,PS0166,Bidar,2025-12-04 22:52,2025-12-06 03:52,Vehicle Theft,Car Theft,BNS 303(2),17.794385,77.499817,P003173,P009816,P009839,PI Harish Naik,Under Investigation
FIR202504677,FIR/4677/2025,PS0247,Chikkaballapura,2025-12-05 19:43,2025-12-06 05:43,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",13.475948,77.883717,P007420,P003054,P005872,PI Harish Naik,Closed
FIR202504616,FIR/4616/2025,PS0155,Bidar,2025-12-01 03:12,2025-12-06 06:12,NDPS,Drug Trafficking,NDPS Act Sec 20(b),17.975388,77.325637,P003268,P009434,P009591,PI Lakshmi Devi,Under Investigation
FIR202504681,FIR/4681/2025,PS0147,Bengaluru Urban,2025-12-06 01:29,2025-12-06 07:29,Fraud,Cheating,BNS 318(4),12.926841,77.567437,P001831,P004062,P008437,SI Divya Hegde,Chargesheeted
FIR202504671,FIR/4671/2025,PS0220,Chamarajanagar,2025-12-05 05:37,2025-12-06 07:37,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",11.802378,76.790692,P009050,P009761,P006942,SI Mahesh Bhat,Chargesheeted
FIR202504679,FIR/4679/2025,PS0210,Chamarajanagar,2025-12-05 21:57,2025-12-06 07:57,Vehicle Theft,Car Theft,BNS 303(2),12.023297,76.811035,P002576,P008231,P006451,SI Prakash Sharma,Under Investigation
FIR202504684,FIR/4684/2025,PS0018,Bagalkote,2025-12-06 03:27,2025-12-06 08:27,Assault,Public Affray,"BNS 115(2), BNS 117(2)",16.190501,75.781516,P001362,P000653,P006579,PI Lakshmi Devi,Chargesheeted
FIR202504643,FIR/4643/2025,PS0004,Bagalkote,2025-12-03 01:43,2025-12-06 09:43,Fraud,Cheating,BNS 318(4),16.035056,75.672239,P001498,P008174,P008813,PI Suresh Kulkarni,Under Investigation
FIR202504682,FIR/4682/2025,PS0068,Belagavi,2025-12-06 02:47,2025-12-06 10:47,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.042697,74.368723,P004079,P007931,P009316,PI Naveen Patil,Chargesheeted
FIR202504685,FIR/4685/2025,PS0078,Bengaluru Rural,2025-12-06 05:31,2025-12-06 15:31,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",13.132188,77.559398,P001811,P009988,P007526,SI Ravi Kumar,Under Investigation
FIR202504687,FIR/4687/2025,PS0112,Bengaluru Urban,2025-12-06 15:27,2025-12-06 19:27,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.113921,77.59577,P002861,P007148,"P007444, P005652",PI Lakshmi Devi,Under Investigation
FIR202504676,FIR/4676/2025,PS0242,Chikkaballapura,2025-12-05 17:46,2025-12-06 23:46,Murder,Gang Conflict,BNS 103(1),13.28536,77.840188,P006149,P001296,P003209,PI Ramesh Gowda,Chargesheeted
FIR202504650,FIR/4650/2025,PS0238,Chikkaballapura,2025-12-03 15:35,2025-12-07 02:35,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.305788,77.927649,P005578,P007806,P003289,SI Prakash Sharma,Under Investigation
FIR202504659,FIR/4659/2025,PS0016,Bagalkote,2025-12-03 21:41,2025-12-07 06:41,Theft,Snatching,BNS 303(2),15.973262,75.647473,P008707,P006518,P002292,SI Ganesh Rao,Chargesheeted
FIR202504668,FIR/4668/2025,PS0015,Bagalkote,2025-12-05 03:43,2025-12-07 06:43,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),16.044854,75.690431,P006963,P007172,P007379,PI Naveen Patil,Chargesheeted
FIR202504692,FIR/4692/2025,PS0215,Chamarajanagar,2025-12-07 01:18,2025-12-07 08:18,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",11.884408,76.984366,P000252,P001735,P003868,SI Divya Hegde,Chargesheeted
