ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202502387,FIR202500888,P003712,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Belagavi District & Sessions Court,8,4,2026-01-11,Filed
CS202502007,FIR202503853,P002487,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,12,15,2026-01-11,Returned for Correction
CS202501766,FIR202501765,P004423,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chamarajanagar District & Sessions Court,5,24,2026-01-11,Accepted
CS202502086,FIR202503027,P008025,Theft,BNS 303(2),PI Chetan Kumar,Belagavi District & Sessions Court,8,9,2026-01-11,Accepted
CS202501897,FIR202501159,P004946,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,15,11,2026-01-11,Filed
CS202502220,FIR202504554,P005668,Murder,BNS 103(1),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,2,21,2026-01-11,Returned for Correction
CS202501776,FIR202504840,P004925,Theft,BNS 303(2),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,8,23,2026-01-11,Pending Scrutiny
CS202502105,FIR202500574,P003148,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,2,15,2026-01-11,Pending Scrutiny
CS202502148,FIR202501011,P008508,Dacoity,BNS 310(2),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,7,17,2026-01-12,Returned for Correction
CS202502407,FIR202501488,P009023,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bidar District & Sessions Court,5,10,2026-01-12,Accepted
CS202502399,FIR202502170,P000225,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bidar District & Sessions Court,2,8,2026-01-12,Pending Scrutiny
CS202502226,FIR202503696,P009323,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Urban District & Sessions Court,11,18,2026-01-12,Accepted
CS202501956,FIR202503874,P007614,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,10,26,2026-01-12,Accepted
CS202502224,FIR202502905,P001335,Theft,BNS 303(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,17,26,2026-01-12,Returned for Correction
CS202501803,FIR202500052,P000618,Dacoity,BNS 310(2),SI Prakash Sharma,Ballari District & Sessions Court,7,29,2026-01-12,Pending Scrutiny
CS202502039,FIR202502034,P005210,Fraud,BNS 318(4),SI Mahesh Bhat,Ballari District & Sessions Court,7,8,2026-01-12,Pending Scrutiny
CS202502409,FIR202501528,P009582,Murder,BNS 103(1),SI Divya Hegde,Chikkaballapura District & Sessions Court,14,30,2026-01-12,Filed
CS202502415,FIR202500414,P009270,Robbery,BNS 309(4),PI Harish Naik,Ballari District & Sessions Court,12,14,2026-01-12,Returned for Correction
CS202502071,FIR202501735,P007071,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,10,17,2026-01-12,Pending Scrutiny
CS202502196,FIR202500961,P005774,Robbery,BNS 309(4),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,13,13,2026-01-12,Filed
CS202502249,FIR202500238,P003884,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,11,15,2026-01-12,Accepted
CS202502307,FIR202504880,P007666,Robbery,BNS 309(4),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,4,30,2026-01-12,Accepted
CS202502020,FIR202504855,P008860,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,11,19,2026-01-12,Filed
CS202502000,FIR202503626,P003359,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Ballari District & Sessions Court,12,28,2026-01-12,Pending Scrutiny
CS202501963,FIR202501755,P003275,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,11,8,2026-01-13,Accepted
CS202501840,FIR202502832,P001010,Theft,BNS 303(2),SI Ganesh Rao,Ballari District & Sessions Court,7,6,2026-01-13,Returned for Correction
CS202502420,FIR202504033,P004729,Murder,BNS 103(1),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,17,16,2026-01-13,Accepted
CS202501672,FIR202503684,P004335,Dacoity,BNS 310(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,13,18,2026-01-13,Pending Scrutiny
CS202502165,FIR202500069,P005991,Fraud,BNS 318(4),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,12,8,2026-01-13,Returned for Correction
CS202501937,FIR202502305,P002973,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,7,5,2026-01-13,Returned for Correction
CS202502232,FIR202502521,P009002,Theft,BNS 303(2),SI Mahesh Bhat,Belagavi District & Sessions Court,9,28,2026-01-13,Accepted
CS202502034,FIR202503168,P000273,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Chamarajanagar District & Sessions Court,2,29,2026-01-13,Returned for Correction
CS202502063,FIR202500328,P008775,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,15,12,2026-01-13,Pending Scrutiny
CS202502280,FIR202504923,P002322,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bidar District & Sessions Court,16,23,2026-01-13,Returned for Correction
CS202502026,FIR202500502,P005315,Murder,BNS 103(1),SI Prakash Sharma,Ballari District & Sessions Court,15,15,2026-01-13,Returned for Correction
CS202502455,FIR202502079,P004858,Murder,BNS 103(1),SI Divya Hegde,Bengaluru Urban District & Sessions Court,7,10,2026-01-14,Filed
CS202502247,FIR202501779,P005862,Dacoity,BNS 310(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,4,20,2026-01-14,Accepted
CS202501922,FIR202503006,P008203,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,2,10,2026-01-14,Accepted
CS202502075,FIR202504172,P002002,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Belagavi District & Sessions Court,9,28,2026-01-14,Filed
CS202502325,FIR202504573,P002885,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,9,23,2026-01-14,Filed
CS202502110,FIR202503685,P008235,Robbery,BNS 309(4),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,3,3,2026-01-14,Returned for Correction
CS202502372,FIR202500169,P005852,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Chikkaballapura District & Sessions Court,12,24,2026-01-14,Pending Scrutiny
CS202502256,FIR202500219,P007280,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Ballari District & Sessions Court,12,14,2026-01-14,Filed
CS202501847,FIR202503389,P007491,Robbery,BNS 309(4),PI Chetan Kumar,Bidar District & Sessions Court,9,23,2026-01-14,Returned for Correction
CS202501947,FIR202502626,P001913,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bagalkote District & Sessions Court,7,24,2026-01-15,Filed
CS202502157,FIR202504867,P006802,Dacoity,BNS 310(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,18,4,2026-01-15,Returned for Correction
CS202502089,FIR202504956,P000259,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bidar District & Sessions Court,15,16,2026-01-15,Filed
CS202502394,FIR202502633,P004645,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,5,4,2026-01-15,Pending Scrutiny
CS202502227,FIR202500014,P006121,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Chikkaballapura District & Sessions Court,18,29,2026-01-15,Accepted
CS202502047,FIR202503413,P005342,Theft,BNS 303(2),PI Ramesh Gowda,Bidar District & Sessions Court,3,22,2026-01-15,Pending Scrutiny
CS202502367,FIR202502066,P009283,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bidar District & Sessions Court,4,5,2026-01-15,Filed
CS202502126,FIR202502862,P001392,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Bidar District & Sessions Court,4,19,2026-01-15,Returned for Correction
CS202502251,FIR202503678,P009508,Murder,BNS 103(1),PI Lakshmi Devi,Ballari District & Sessions Court,6,6,2026-01-15,Filed
CS202502254,FIR202500172,P005487,Dacoity,BNS 310(2),PI Naveen Patil,Belagavi District & Sessions Court,3,3,2026-01-15,Returned for Correction
CS202502369,FIR202501686,P002184,Robbery,BNS 309(4),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,11,19,2026-01-15,Pending Scrutiny
CS202501863,FIR202503636,P005928,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,3,13,2026-01-15,Filed
CS202502380,FIR202503404,P005909,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,6,29,2026-01-15,Pending Scrutiny
CS202502192,FIR202503466,P007198,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,10,30,2026-01-16,Filed
CS202502423,FIR202503097,P000288,Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,8,14,2026-01-16,Filed
CS202502168,FIR202502426,P001259,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,12,17,2026-01-16,Accepted
CS202502370,FIR202503267,P006768,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,15,28,2026-01-16,Filed
CS202502206,FIR202501908,P009511,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,10,15,2026-01-16,Pending Scrutiny
CS202501976,FIR202502505,P007620,Dacoity,BNS 310(2),PI Lakshmi Devi,Ballari District & Sessions Court,9,28,2026-01-16,Filed
CS202502266,FIR202502074,P004705,Murder,BNS 103(1),SI Mahesh Bhat,Belagavi District & Sessions Court,9,27,2026-01-16,Pending Scrutiny
CS202501821,FIR202503968,P003872,Robbery,BNS 309(4),PI Lakshmi Devi,Chikkaballapura District & Sessions Court,3,26,2026-01-16,Accepted
CS202501961,FIR202503199,P005188,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Belagavi District & Sessions Court,15,29,2026-01-17,Filed
CS202501698,FIR202503244,P002279,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,9,5,2026-01-17,Filed
CS202501754,FIR202500387,P009297,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,15,21,2026-01-17,Accepted
CS202502390,FIR202504631,P003322,Robbery,BNS 309(4),PI Naveen Patil,Ballari District & Sessions Court,12,24,2026-01-17,Filed
CS202502032,FIR202500706,P002634,Robbery,BNS 309(4),PI Chetan Kumar,Bidar District & Sessions Court,10,16,2026-01-17,Pending Scrutiny
CS202501679,FIR202504717,P002078,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,6,25,2026-01-17,Returned for Correction
CS202502242,FIR202500581,P003437,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,13,5,2026-01-17,Filed
CS202501805,FIR202504678,P007825,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,14,7,2026-01-17,Returned for Correction
CS202502176,FIR202504425,P008503,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Ballari District & Sessions Court,16,17,2026-01-17,Filed
CS202501902,FIR202501872,P004614,Murder,BNS 103(1),PI Ramesh Gowda,Bidar District & Sessions Court,17,16,2026-01-17,Filed
CS202502178,FIR202500840,P009556,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bagalkote District & Sessions Court,8,10,2026-01-17,Returned for Correction
CS202501970,FIR202502472,P003710,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bagalkote District & Sessions Court,13,27,2026-01-17,Filed
CS202501926,FIR202501079,P003721,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bidar District & Sessions Court,7,26,2026-01-17,Pending Scrutiny
CS202502019,FIR202500347,P000679,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Bengaluru Rural District & Sessions Court,9,27,2026-01-17,Filed
CS202502356,FIR202502291,P004244,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,15,18,2026-01-17,Filed
CS202501933,FIR202501065,P002332,Dacoity,BNS 310(2),PI Ramesh Gowda,Bidar District & Sessions Court,18,11,2026-01-18,Filed
CS202502389,FIR202503917,P001045,Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,13,18,2026-01-18,Filed
CS202502202,FIR202502096,P002236,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bagalkote District & Sessions Court,6,18,2026-01-18,Filed
CS202501794,FIR202501592,P008336,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Belagavi District & Sessions Court,5,16,2026-01-18,Filed
CS202502244,FIR202504569,P005867,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bagalkote District & Sessions Court,5,3,2026-01-18,Returned for Correction
CS202502321,FIR202504376,P009977,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Belagavi District & Sessions Court,2,19,2026-01-18,Pending Scrutiny
CS202502258,FIR202502544,P009654,Robbery,BNS 309(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,11,27,2026-01-19,Accepted
CS202501745,FIR202504750,P005246,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,9,24,2026-01-19,Pending Scrutiny
CS202502488,FIR202502813,P009688,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,7,15,2026-01-19,Accepted
CS202502138,FIR202503753,P003370,Robbery,BNS 309(4),PI Naveen Patil,Chamarajanagar District & Sessions Court,6,22,2026-01-19,Accepted
CS202502163,FIR202501555,P007487,Fraud,BNS 318(4),SI Ganesh Rao,Bagalkote District & Sessions Court,13,15,2026-01-19,Returned for Correction
CS202502064,FIR202503972,P005047,Robbery,BNS 309(4),PI Suresh Kulkarni,Ballari District & Sessions Court,14,13,2026-01-19,Returned for Correction
CS202502117,FIR202502854,P008325,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bidar District & Sessions Court,13,22,2026-01-19,Filed
CS202502013,FIR202504874,P006097,Fraud,BNS 318(4),PI Lakshmi Devi,Bidar District & Sessions Court,9,16,2026-01-19,Filed
CS202502454,FIR202503197,P004157,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,11,12,2026-01-19,Accepted
CS202502269,FIR202501490,P001322,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bengaluru Rural District & Sessions Court,7,18,2026-01-19,Returned for Correction
CS202502317,FIR202504654,P004783,Dacoity,BNS 310(2),PI Lakshmi Devi,Bidar District & Sessions Court,3,25,2026-01-20,Filed
CS202502331,FIR202501381,P002625,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,2,14,2026-01-20,Returned for Correction
CS202502236,FIR202504985,P005962,Vehicle Theft,BNS 303(2),PI Harish Naik,Chamarajanagar District & Sessions Court,8,11,2026-01-20,Accepted
CS202502200,FIR202503837,P004527,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bidar District & Sessions Court,6,12,2026-01-20,Filed
CS202502342,FIR202502994,P009074,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bengaluru Rural District & Sessions Court,8,5,2026-01-20,Accepted
CS202502326,FIR202503843,P009020,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Chamarajanagar District & Sessions Court,8,18,2026-01-20,Returned for Correction
CS202501924,FIR202504426,P003031,Murder,BNS 103(1),PI Harish Naik,Chamarajanagar District & Sessions Court,7,4,2026-01-20,Pending Scrutiny
CS202502090,FIR202504039,P002989,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bengaluru Urban District & Sessions Court,5,11,2026-01-20,Returned for Correction
CS202502308,FIR202504752,P001431,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,8,9,2026-01-21,Returned for Correction
CS202502037,FIR202502073,P006396,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,18,4,2026-01-21,Pending Scrutiny
CS202502440,FIR202502830,P008465,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,10,5,2026-01-21,Pending Scrutiny
CS202502277,FIR202503163,P004560,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,4,23,2026-01-21,Returned for Correction
CS202502022,FIR202500060,P008607,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,16,20,2026-01-21,Accepted
CS202502265,FIR202501607,P004205,Murder,BNS 103(1),PI Naveen Patil,Bagalkote District & Sessions Court,15,3,2026-01-21,Filed
CS202502091,FIR202502018,P009222,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,16,28,2026-01-21,Pending Scrutiny
CS202502077,FIR202504035,P002799,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,7,14,2026-01-21,Pending Scrutiny
CS202501955,FIR202503801,P001950,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bidar District & Sessions Court,14,11,2026-01-22,Returned for Correction
CS202501941,FIR202503135,P004098,Dacoity,BNS 310(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,13,5,2026-01-22,Returned for Correction
CS202501910,FIR202503924,P003750,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,7,14,2026-01-22,Filed
CS202502018,FIR202503133,P009277,Fraud,BNS 318(4),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,8,27,2026-01-22,Returned for Correction
CS202501815,FIR202504099,P001692,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,18,12,2026-01-22,Filed
CS202502283,FIR202501392,P002759,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,3,19,2026-01-22,Filed
CS202502332,FIR202503690,P003787,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bidar District & Sessions Court,3,19,2026-01-22,Returned for Correction
CS202502073,FIR202500067,P005755,Dacoity,BNS 310(2),PI Chetan Kumar,Ballari District & Sessions Court,5,10,2026-01-22,Returned for Correction
CS202502137,FIR202503533,P004564,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,3,11,2026-01-22,Returned for Correction
CS202502446,FIR202504443,P009217,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,6,30,2026-01-22,Returned for Correction
CS202502197,FIR202503858,P009105,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,14,17,2026-01-22,Filed
CS202502139,FIR202504272,P009179,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Ballari District & Sessions Court,6,14,2026-01-23,Accepted
CS202501913,FIR202504283,P005599,Dacoity,BNS 310(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,11,12,2026-01-23,Filed
CS202502235,FIR202501774,P005389,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bagalkote District & Sessions Court,7,4,2026-01-23,Filed
CS202501916,FIR202504875,P002188,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Bidar District & Sessions Court,2,8,2026-01-23,Pending Scrutiny
CS202502217,FIR202504247,P002034,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Chamarajanagar District & Sessions Court,3,21,2026-01-23,Filed
CS202501848,FIR202500774,P008988,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,16,4,2026-01-23,Pending Scrutiny
CS202502003,FIR202504074,P007665,Robbery,BNS 309(4),PI Chetan Kumar,Chikkaballapura District & Sessions Court,6,6,2026-01-23,Returned for Correction
CS202502480,FIR202502012,P003550,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,10,8,2026-01-24,Filed
CS202502016,FIR202500907,P000591,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,14,7,2026-01-24,Filed
CS202502106,FIR202500292,P008496,Dacoity,BNS 310(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,13,16,2026-01-24,Filed
CS202502014,FIR202503048,P000368,Fraud,BNS 318(4),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,12,16,2026-01-24,Returned for Correction
CS202502070,FIR202501049,P009420,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chamarajanagar District & Sessions Court,9,14,2026-01-24,Filed
CS202502453,FIR202503390,P005254,Fraud,BNS 318(4),PI Naveen Patil,Ballari District & Sessions Court,4,18,2026-01-24,Filed
CS202502066,FIR202502013,P005885,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,6,14,2026-01-24,Filed
CS202502449,FIR202502216,P000308,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Urban District & Sessions Court,3,9,2026-01-24,Accepted
CS202502530,FIR202502289,P006586,Fraud,BNS 318(4),PI Ramesh Gowda,Bagalkote District & Sessions Court,14,4,2026-01-25,Pending Scrutiny
CS202502323,FIR202503021,P008988,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bagalkote District & Sessions Court,6,14,2026-01-25,Filed
CS202501760,FIR202502353,P005093,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,18,14,2026-01-25,Pending Scrutiny
CS202502500,FIR202501567,P002274,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Chikkaballapura District & Sessions Court,16,4,2026-01-25,Filed
CS202501978,FIR202503577,P005527,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,13,12,2026-01-25,Filed
CS202502497,FIR202502224,P007192,Robbery,BNS 309(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,8,22,2026-01-25,Returned for Correction
CS202502524,FIR202502259,P005019,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,16,12,2026-01-25,Filed
CS202502186,FIR202504637,P006790,Murder,BNS 103(1),SI Divya Hegde,Chamarajanagar District & Sessions Court,4,23,2026-01-25,Accepted
CS202501954,FIR202503299,P000068,Fraud,BNS 318(4),SI Ganesh Rao,Ballari District & Sessions Court,11,20,2026-01-25,Filed
CS202502054,FIR202504380,P005564,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,11,27,2026-01-25,Returned for Correction
CS202502100,FIR202501697,P004209,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Chikkaballapura District & Sessions Court,18,8,2026-01-26,Pending Scrutiny
CS202502551,FIR202501603,P009602,Murder,BNS 103(1),SI Mahesh Bhat,Belagavi District & Sessions Court,8,21,2026-01-26,Pending Scrutiny
CS202502177,FIR202504182,P009866,Dacoity,BNS 310(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,11,29,2026-01-26,Accepted
CS202502550,FIR202502162,P002265,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Urban District & Sessions Court,6,24,2026-01-26,Pending Scrutiny
CS202502210,FIR202501295,P006282,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,9,17,2026-01-26,Accepted
CS202502170,FIR202503817,P008624,Theft,BNS 303(2),SI Ravi Kumar,Bidar District & Sessions Court,14,26,2026-01-26,Accepted
CS202501878,FIR202503448,P001665,Murder,BNS 103(1),PI Naveen Patil,Bengaluru Urban District & Sessions Court,16,24,2026-01-26,Accepted
CS202502395,FIR202502167,P007399,Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,12,23,2026-01-26,Filed
CS202502512,FIR202500598,P006595,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,3,14,2026-01-26,Returned for Correction
CS202502297,FIR202504176,P005650,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,4,27,2026-01-27,Returned for Correction
CS202502228,FIR202502461,P001245,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bidar District & Sessions Court,3,11,2026-01-27,Filed
CS202501987,FIR202500455,P008010,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Belagavi District & Sessions Court,10,18,2026-01-27,Accepted
CS202502289,FIR202501860,P001434,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bagalkote District & Sessions Court,3,17,2026-01-27,Accepted
CS202502287,FIR202502359,P000005,Dacoity,BNS 310(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,10,14,2026-01-27,Filed
CS202501949,FIR202501699,P009823,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Ballari District & Sessions Court,5,7,2026-01-27,Pending Scrutiny
CS202502253,FIR202500855,P003055,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,17,26,2026-01-27,Returned for Correction
CS202502181,FIR202503986,P001500,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bagalkote District & Sessions Court,8,11,2026-01-27,Returned for Correction
CS202502546,FIR202501288,P002170,Dacoity,BNS 310(2),PI Chetan Kumar,Bidar District & Sessions Court,5,19,2026-01-28,Accepted
CS202502338,FIR202502742,P007974,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,13,29,2026-01-28,Accepted
CS202502040,FIR202500825,P008337,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,16,29,2026-01-28,Pending Scrutiny
CS202502361,FIR202503005,P009287,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,8,30,2026-01-28,Accepted
CS202501982,FIR202504391,P006741,Dacoity,BNS 310(2),SI Ganesh Rao,Ballari District & Sessions Court,17,17,2026-01-28,Accepted
CS202502371,FIR202503620,P005099,Robbery,BNS 309(4),SI Divya Hegde,Bengaluru Urban District & Sessions Court,18,22,2026-01-28,Pending Scrutiny
CS202501915,FIR202500566,P007519,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,16,10,2026-01-28,Pending Scrutiny
CS202502424,FIR202504532,P000042,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,7,21,2026-01-28,Pending Scrutiny
CS202502112,FIR202500082,P002395,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bagalkote District & Sessions Court,9,30,2026-01-29,Pending Scrutiny
CS202502391,FIR202502110,P003258,Theft,BNS 303(2),SI Prakash Sharma,Belagavi District & Sessions Court,2,18,2026-01-29,Filed
